start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,Part,Name,speech_ratio
0 days,0 days 00:00:13.970000,24.155073,0.06613969,22.63489,23.877647,25.720253,3.0853634,91.37314,90.7726,14.651538,6.397576,0.6026365,0.3948008,0.4239827,0.5222988,0.7489526,0.32496992,5.5166173,3.3917487,4.4374685,3.9798,0.17421679,0.83287954,21.625872,0.40541548,13.013787,0.7022365,16.178667,0.61973125,13.015828,0.64163834,0.015348037,0.7183651,1.3625257,0.79450506,9.766767,0.29031354,0.7560259,5.210767,23.947739,0.38699022,779.37274,0.30118418,1679.7968,0.1476472,-188.67064,-0.23416902,1879.4734,0.11973174,1417.8513,0.17062618,-189.56148,-0.21526147,3026.593,0.080192685,1279.2626,0.28808427,-189.60362,-0.21452542,-34.85888,-0.15201452,47.175304,0.14621125,-0.068299234,-0.17431812,-0.01747666,-1.1149937,0.2896934,0.38669652,30.778288,0.103599116,13.157217,0.60915375,17.96592,0.575746,5.4022627,2.964611,-37.322277,51.023544,-0.090457015,-0.0033605124,0.16641948,2.7936962,0.8626887,0.064166665,0.049067695,0.99153847,0.9648821,-6.953076,Val,gCQT7zfS7sI.005.wav,1.0
0 days,0 days 00:00:13.040000,25.258808,0.10479954,23.245491,24.83077,26.896532,3.651041,28.593208,29.268784,38.147625,57.413815,0.7760996,0.38451684,0.50169384,0.7134759,0.99891996,0.49722612,7.455255,5.096363,3.5764666,2.326721,0.34148785,0.6318878,26.514572,0.35864618,13.652354,0.69941336,15.113279,0.77010435,5.333121,2.0012615,0.011514819,0.93031156,1.0316396,0.86394346,9.72378,0.26575243,-1.3365117,-4.191157,28.597567,0.3656048,673.701,0.38600406,1550.4117,0.14921306,-130.15744,-0.6841191,1786.5338,0.15738624,1349.0485,0.19620265,-135.74594,-0.5967158,2890.8994,0.10342931,1293.5243,0.21713336,-137.67496,-0.57117814,-32.658802,-0.18536879,47.53056,0.14811608,-0.06603189,-0.2256619,-0.015525642,-0.8256053,0.43219274,0.45944744,33.446625,0.13270506,12.003929,0.88939345,17.56933,0.8340668,4.1237545,2.857412,-37.445255,51.11249,-0.08626418,-0.010191185,0.29083586,2.993093,2.6194146,0.13147058,0.09026538,0.22970589,0.20398217,-5.8170805,Val,OiDyfO2zB7s.005.wav,1.0
0 days,0 days 00:00:12.696000,36.81237,0.20116378,32.01056,33.015087,45.324234,13.313675,273.41846,182.88411,151.8581,101.85663,0.6411592,0.35655484,0.44870788,0.5689652,0.81687057,0.3681627,6.057688,4.163358,4.6346,3.5700545,0.15064193,0.7673658,16.614674,0.44302174,8.9449005,1.1518152,5.937171,1.8044567,6.3794107,2.1090713,0.032872833,1.750793,1.2801529,0.5717244,14.240148,0.20248258,-6.9978004,-1.5679773,15.090863,0.5197862,717.7107,0.25966313,1486.1848,0.1385552,-178.95923,-0.3420086,1841.1014,0.12863828,1285.8872,0.1985002,-177.5647,-0.33817488,2984.096,0.07498017,1191.9359,0.21763621,-178.33598,-0.32444662,-29.071852,-0.18841009,43.65465,0.1837285,-0.06292292,-0.17893864,-0.018330786,-0.84386826,0.24630116,0.44587356,23.21611,0.19366755,-1.3580077,-7.854516,-4.487024,-2.3728068,-9.252339,-1.59029,-36.693867,49.532253,-0.08216902,-0.008397924,0.13815553,3.7066247,1.4251782,0.07444444,0.06660182,0.57473683,0.5253507,-7.1392922,Val,bFwtVtZodIg.001.wav,0.9437615378935191
0 days,0 days 00:00:14.912000,34.359467,0.2883094,27.796665,30.638714,39.935,12.138336,684.40533,724.0746,131.75146,92.48725,1.21342,0.319988,0.82441527,1.1823289,1.5712894,0.74687415,8.853918,3.6032088,5.9875765,2.693316,0.55591017,0.45168498,27.165068,0.17273545,-5.0183773,-2.000836,11.774654,1.1013016,-5.4399776,-2.5500326,0.019872895,1.4087228,1.2597593,0.56823343,11.375115,0.18768449,-2.1463022,-5.2808223,13.160892,0.73800796,555.40796,0.2692831,1290.4785,0.18146457,-160.2418,-0.5077805,1620.472,0.16027807,1129.3763,0.30158475,-156.42027,-0.50503194,2738.3965,0.10871877,1008.73157,0.27329177,-156.4511,-0.49505302,-23.060843,-0.22289602,36.315777,0.1547499,-0.03972013,-0.41469195,-0.02306172,-0.56141967,0.6803303,0.3077391,29.871466,0.13633949,-8.609838,-1.3375728,9.35181,1.3381039,-14.884338,-1.0132778,-27.729973,40.568752,-0.061863717,-0.017618563,0.5211972,4.09396,2.3569024,0.086571425,0.070748754,0.31714284,0.21824722,-5.8787527,Val,fwJykIyvS04.005.wav,0.9891362205615467
0 days,0 days 00:00:14.102000,28.281109,0.060194958,26.92921,28.209816,29.409544,2.4803333,94.04673,118.320984,53.12705,142.10538,0.6125078,0.44884413,0.369754,0.53840977,0.8134442,0.4436902,5.474067,3.0782933,5.016802,3.758145,0.21091989,0.83614415,23.280518,0.4500137,15.921003,0.4841432,8.304867,1.3793743,10.241733,0.70239514,0.0139323715,0.92567194,1.0243933,0.93106,10.299335,0.10602067,5.4034033,1.4066025,30.34955,0.27019665,636.394,0.3936161,1462.2306,0.21223079,-131.81459,-0.6734274,1731.4462,0.14933255,1325.1726,0.22416805,-136.69049,-0.601111,2840.3416,0.09904875,1278.219,0.2354587,-139.75435,-0.55892676,-32.507763,-0.18271226,47.489197,0.13173221,-0.06839587,-0.23800185,-0.025886754,-0.40536067,0.34574497,0.53606963,32.48926,0.16834708,15.689803,0.6066563,4.776424,3.2389593,5.538802,1.4997351,-39.314423,52.868763,-0.09337665,-0.006496169,0.13765395,2.8388927,2.7065527,0.12184211,0.07718246,0.2335135,0.20357901,-8.804892,Val,TSGpD2NBeCQ.000.wav,0.9838320088994863
0 days,0 days 00:00:13.850000,35.586792,0.056793727,33.86385,35.18548,36.75999,2.896141,51.87558,54.370342,43.5226,72.251205,0.7911954,0.47013468,0.47787812,0.6462522,1.1074325,0.6295544,9.409226,6.350119,5.618713,3.3455122,0.23696265,0.8806135,20.483597,0.40258902,6.807183,1.6475563,8.147356,1.2968968,3.2791853,3.6866736,0.010356797,1.7000335,0.89837325,0.75398964,13.913646,0.0800157,1.769493,5.668236,20.325686,0.50771296,657.62854,0.3143094,1417.6082,0.17522506,-148.64844,-0.5825198,1735.1656,0.18524615,1258.4122,0.22794437,-148.56793,-0.5585892,2862.1108,0.105430156,1130.3347,0.25759482,-149.99324,-0.5371406,-26.185081,-0.23922071,43.128315,0.16387577,-0.062615536,-0.22792487,-0.0141274715,-0.89116126,0.41663557,0.55231345,28.203127,0.17629872,-2.5531049,-4.3235664,1.6588386,8.048975,-8.815125,-1.378544,-37.449028,50.940937,-0.08755872,-0.0065587275,0.17196085,3.468208,1.8129079,0.1388,0.12987132,0.37730768,0.38011694,-5.8581753,Val,a-nUsP7oETI.004.wav,0.9835378318494217
0 days,0 days 00:00:13.268000,35.454285,0.077802956,32.952526,34.79037,38.15371,5.2011833,119.16288,152.56892,28.166302,55.211998,0.7421379,0.37510782,0.4884524,0.68554,0.9321189,0.4436665,7.423221,4.6894603,4.3204136,2.6384568,0.27484784,0.8023096,22.884146,0.4161826,12.40455,0.6701813,13.95994,0.75438976,3.1657372,3.1452568,0.012327678,0.8940999,1.0044347,0.76787674,13.869401,0.10583852,7.740726,1.3773372,27.94125,0.33730313,634.5803,0.35549486,1522.6704,0.21756789,-136.91496,-0.6431,1766.6262,0.12401888,1360.1023,0.2300161,-139.26465,-0.5806252,2886.6465,0.0758659,1300.468,0.24586116,-140.69373,-0.5612766,-33.467094,-0.16262974,46.142048,0.13444924,-0.06064319,-0.23243088,-0.025584832,-0.43369108,0.39635423,0.6455808,29.927067,0.15916976,11.275061,0.90853643,13.364667,1.0205067,-3.5641146,-2.8825705,-37.54132,50.131886,-0.0823553,-0.011348301,0.21267247,3.2452831,2.5757575,0.12382352,0.08578408,0.23714285,0.2749501,-6.4928083,Val,y3_71Wpt9eA.005.wav,0.9862874316373589
0 days,0 days 00:00:15.140000,30.103811,0.1447873,27.444267,28.763577,31.61953,4.1752625,98.70768,139.10207,260.80878,322.46762,0.9920761,0.3480274,0.67209196,0.9299814,1.2917632,0.6196712,12.4962015,6.822715,6.6696486,3.1489482,0.40060794,0.57616675,21.745499,0.32530236,2.70932,4.323903,15.116989,0.9891833,-0.26797113,-44.50109,0.01785937,1.6620204,1.3336927,0.6361086,10.702487,0.18050852,2.2365067,4.034092,17.965214,0.55259216,761.6084,0.31642598,1573.664,0.2048578,-177.16429,-0.3392636,1836.3687,0.15568592,1305.479,0.28143337,-177.19655,-0.32934168,2966.1072,0.0951125,1202.0609,0.27082092,-177.51958,-0.32364726,-27.435385,-0.20007858,40.603153,0.13934843,-0.0641339,-0.2283531,-0.012623272,-0.85769403,0.4655486,0.40296614,26.166077,0.14085536,0.6759022,15.745144,18.53354,0.7572153,-3.535538,-3.0805502,-30.095797,43.117836,-0.07021383,-0.015401018,0.39245465,4.824851,1.856764,0.057142857,0.047498655,0.46142855,0.4178663,-6.306004,Val,u5mRlNCQ0BQ.001.wav,1.0
0 days,0 days 00:00:13.008000,25.000088,0.085349336,23.269089,24.357298,26.184874,2.9157848,93.65102,62.178375,20.895664,10.683855,0.6281597,0.27947262,0.47413728,0.6016404,0.7567965,0.2826592,5.89144,3.0429463,3.209761,1.8590165,0.3454494,0.6512961,22.06357,0.42403042,15.422213,0.4090939,15.63659,0.44031537,11.090627,0.6520506,0.017439578,0.86658764,1.0571603,0.78760344,9.738316,0.15900938,8.40461,0.6497703,35.992477,0.22380136,851.5615,0.28315347,1625.6514,0.13590162,-181.93706,-0.28877038,1961.8491,0.10514191,1532.097,0.16760637,-183.0649,-0.26802477,3042.9849,0.07656708,1451.6453,0.14637512,-183.54686,-0.25992563,-38.0777,-0.087088756,51.448547,0.080619365,-0.09247402,-0.1833605,-0.026734948,-0.56839526,0.47224033,0.42867362,32.78935,0.13076703,19.303705,0.2256748,17.26162,0.53727573,7.0640793,1.7224746,-39.10757,52.454487,-0.09932992,-0.00963187,0.33163828,4.0030794,1.0819166,0.08928572,0.057503328,0.76,0.7514075,-5.3560977,Val,69BopbFc34U.003.wav,1.0
0 days,0 days 00:00:14.624000,37.072693,0.11533042,33.96624,35.05636,40.42938,6.4631386,349.09543,470.97302,57.381035,35.076317,0.7056499,0.53822666,0.41150963,0.5310573,0.9866715,0.5751619,7.262828,4.6615653,3.53992,2.3036742,0.21893807,0.8781292,21.816706,0.22909695,2.911576,4.996045,13.108887,0.75832754,6.68575,1.6942985,0.015806686,2.091725,0.97949433,0.6402896,14.112712,0.11428746,-3.3900785,-4.4219294,7.243672,1.4816481,600.3058,0.2713437,1342.5703,0.20834786,-160.26227,-0.48650944,1671.0325,0.13292564,1077.2999,0.26380596,-153.38998,-0.5353212,2831.746,0.08126504,1092.3195,0.4223417,-154.89513,-0.5128625,-23.420706,-0.2604354,35.236248,0.19248258,-0.08019961,-0.2068736,-0.011718947,-1.2115656,0.40061602,0.64543325,25.36457,0.16426082,-13.270192,-0.9838239,12.019218,1.1777564,-2.045419,-6.9637713,-37.695946,50.139,-0.09122953,-0.008502882,0.16025144,2.3271732,1.5130674,0.14818181,0.11072639,0.5157143,0.4964788,-7.5772114,Val,jdli4DDP7XM.000.wav,0.9954868516088776
0 days,0 days 00:00:13.880000,30.087452,0.080447845,28.21502,29.338896,32.051903,3.8368835,57.972343,103.21839,45.622883,61.642273,0.7899155,0.38722336,0.51216775,0.72677225,0.99930394,0.4871362,5.581133,3.6184516,4.688496,3.5954957,0.2661066,0.7628068,20.0252,0.5034814,12.194417,0.57312787,10.709934,0.81379056,2.9302738,4.52237,0.013305535,1.3606286,0.93617386,0.6658649,11.67456,0.15034035,-1.8888123,-2.6223288,29.356026,0.21951383,583.6127,0.3301541,1462.6338,0.21836461,-147.14583,-0.59704244,1689.0641,0.12610571,1295.1785,0.22721581,-151.47505,-0.5311566,2834.4238,0.07329888,1228.8668,0.2395937,-154.24817,-0.4915507,-31.996391,-0.16603287,46.328323,0.12823913,-0.04947354,-0.24646737,-0.025625167,-0.43968973,0.37376472,0.56682503,27.67538,0.20152566,13.304,0.45014516,6.4840407,1.4408674,-7.595925,-1.7463715,-35.035572,48.1113,-0.0807103,-0.006449849,0.22999279,3.1002164,1.8089726,0.1328,0.088747725,0.38423076,0.3902974,-6.0769367,Val,2TMl5EMrdVI.000.wav,0.99524493536084
0 days,0 days 00:00:13.074000,31.222692,0.08114605,28.817007,31.131487,33.203655,4.386648,87.48282,75.45332,34.8381,40.503838,0.77171963,0.41483498,0.50334257,0.6854421,0.98498815,0.48164558,7.3231783,6.374838,3.9674563,2.4268963,0.3946847,0.6275853,24.523245,0.29971144,13.01555,0.7149278,12.524151,0.691275,8.929705,1.1566538,0.012537401,0.89400375,1.2610155,0.6336312,11.756257,0.12129652,3.7752128,2.406823,26.133049,0.29941905,577.2715,0.35738575,1455.2695,0.2212016,-158.45338,-0.48280457,1678.5803,0.12433046,1255.4609,0.27369323,-160.6624,-0.4440753,2808.765,0.080673374,1251.9016,0.25409505,-161.98853,-0.42532176,-31.3389,-0.18835653,44.816917,0.12669039,-0.06263861,-0.20732586,-0.030510215,-0.35266423,0.59025955,0.40384656,31.322748,0.15498294,8.219921,1.3488735,12.28962,0.90253216,-0.30907443,-37.003487,-37.92677,51.320126,-0.08591541,-0.0131016215,0.3430143,3.0627873,2.6133745,0.07323529,0.048852757,0.28085715,0.23110135,-5.5967464,Val,PYYC0Jiwfdg.001.wav,1.0
0 days,0 days 00:00:13.688000,25.585318,0.08088678,23.463694,25.275076,27.610039,4.146345,26.8472,23.176926,83.065475,104.37681,0.8820089,0.33323377,0.59810895,0.83393914,1.1423078,0.5441988,7.0697103,4.670016,4.4583735,2.9536085,0.3188526,0.5534429,24.302164,0.2886054,9.100388,0.91363597,9.23563,0.9722863,7.7280354,1.1835335,0.009198218,0.99515617,1.0245982,0.61305314,8.871097,0.12561399,0.48915827,9.609434,24.607931,0.2986098,582.7871,0.3636563,1431.3916,0.19854344,-162.3983,-0.47334772,1690.3867,0.12923525,1223.1722,0.22297819,-164.91241,-0.4341095,2815.54,0.09525592,1171.3987,0.21055044,-166.33852,-0.4137539,-31.179865,-0.12459431,44.439606,0.12466408,-0.056661185,-0.26526874,-0.025492698,-0.47088003,0.4798967,0.44158545,31.38269,0.12802647,10.11295,0.6320939,10.866026,0.9364012,3.7584617,2.9932468,-34.520546,48.58196,-0.07878409,-0.013932433,0.2823483,3.6576445,1.5418502,0.11190476,0.10149451,0.49272728,0.60665387,-5.32396,Val,WTzDOt2GO1M.001.wav,0.9785212344810896
0 days,0 days 00:00:14.624000,37.411293,0.042213436,35.998333,37.144295,39.083702,3.085369,27.317814,25.520193,20.225954,21.289904,0.9353739,0.38383314,0.6169031,0.8675499,1.2171016,0.60019845,8.813874,4.9466968,6.5676904,3.9760752,0.3573604,0.61914146,24.262053,0.32658628,6.079497,1.8847315,10.688135,1.1900235,3.642768,3.3782234,0.012414648,1.2863979,0.9897172,0.69488764,14.6053,0.06253392,7.8150187,1.3985658,23.253807,0.39797914,666.0886,0.2972826,1427.7443,0.19544451,-134.80899,-0.6596445,1784.0143,0.12864849,1220.8019,0.28039896,-135.2296,-0.6222618,2938.4653,0.08768819,1220.988,0.33133864,-137.39076,-0.59158653,-27.30646,-0.22251141,40.372047,0.17712249,-0.060390648,-0.26858565,-0.019184424,-0.6953109,0.47331196,0.5090146,29.93017,0.17225061,1.1748788,9.790983,10.840187,1.473314,-3.1979864,-4.169752,-34.6867,47.562973,-0.0804607,-0.011869564,0.2964782,3.6276524,2.953297,0.10953488,0.07751829,0.20906976,0.18736625,-5.8039246,Val,YbdJd16c3eo.002.wav,0.9844091237397589
0 days,0 days 00:00:11.792000,29.213078,0.06617838,27.688791,29.218864,30.651966,2.9631748,113.72316,77.80132,13.451512,6.4320145,0.6614202,0.4478504,0.43519378,0.57403404,0.81290376,0.37770998,8.429102,6.185291,5.3541226,4.5893083,0.29155752,0.70160717,20.186396,0.4765994,19.718332,0.34646082,11.437322,0.8631382,8.028607,1.2935641,0.014754609,0.6125244,1.2814255,0.5758174,11.165229,0.17976572,4.8445582,1.675487,29.60284,0.29847807,617.7885,0.38027248,1503.9818,0.19689883,-174.44783,-0.3672028,1700.8138,0.16023263,1351.3236,0.22785985,-175.80272,-0.33709303,2807.8743,0.09932684,1182.0635,0.25293013,-176.30846,-0.32874298,-31.692677,-0.1881607,45.29866,0.14411686,-0.061884213,-0.22662625,-0.025869932,-0.3739811,0.56622666,0.45668027,27.692184,0.18933558,20.484617,0.36613414,7.782755,1.6692944,-3.8351357,-2.6512642,-39.060883,52.62781,-0.09024004,-0.010534073,0.24832974,3.2258065,1.3640239,0.093125,0.06252187,0.5829412,0.88986295,-6.7045403,Val,-RhPxhfpg4U.004.wav,0.9862617996406443
0 days,0 days 00:00:07.956000,35.854935,0.06301735,34.913216,35.785797,37.25223,2.339016,219.60413,444.92422,20.30557,17.441334,0.729905,0.4412278,0.44001243,0.6542386,0.9462191,0.50620663,7.433971,4.525084,5.080895,3.0060701,0.2568655,0.6621816,27.77618,0.26256236,10.287447,0.87455285,13.673342,1.0262719,9.735618,1.0993626,0.020165326,1.9005911,1.0607228,0.8170218,13.92235,0.096355245,2.8901815,3.7970579,20.901045,0.48388103,700.7245,0.36055976,1525.0936,0.16211991,-126.32839,-0.7013621,1808.5658,0.15972486,1295.3622,0.2130952,-125.61597,-0.66686535,2925.8796,0.10813172,1284.74,0.25665873,-128.4128,-0.6280766,-29.651892,-0.20197533,43.025883,0.20649268,-0.07415258,-0.23547085,-0.014323849,-0.68602777,0.3395353,0.5613941,32.529675,0.16752216,7.1818466,1.2822841,15.807244,1.0909566,6.2288356,1.9413474,-37.774708,52.462227,-0.08919863,-0.007820494,0.19995005,3.6523929,2.7883396,0.14227273,0.10599879,0.19636364,0.20750783,-7.578573,Val,FkuwzJcoRVI.002.wav,1.0
0 days,0 days 00:00:14.102000,31.943329,0.16479853,28.772913,30.11105,34.11267,5.339758,195.45697,177.42609,232.7803,245.03517,0.7981129,0.48241544,0.42846197,0.6954098,1.1758579,0.74739593,11.5789175,7.990006,6.3356676,3.970867,0.22025478,0.8015974,17.581364,0.3956829,-0.4602142,-30.516323,21.306194,0.7821209,3.3808558,4.603013,0.02312285,2.4857693,1.3180817,0.8778361,11.558445,0.14073479,-3.660734,-2.791328,6.1208367,1.5654033,655.02264,0.35622334,1366.9436,0.20712349,-160.86902,-0.4883621,1718.0249,0.18079102,1017.8104,0.28504828,-158.75427,-0.4887052,2899.7026,0.11005074,1030.3331,0.2935095,-159.5169,-0.47720352,-21.217552,-0.19465785,33.872047,0.16601886,-0.060002662,-0.26768008,-0.012195146,-1.1675162,0.38474628,0.5190121,23.757648,0.20666015,-11.443605,-0.9363144,15.76507,0.98576367,-10.283049,-1.9460721,-32.11615,43.46418,-0.087813534,-0.0032893368,0.17533803,3.8325052,1.994302,0.09607142,0.074178316,0.3853571,0.25641042,-8.548395,Val,-PF2TG2loGc.002.wav,1.0
0 days,0 days 00:00:14.330000,36.33348,0.06316815,34.97524,36.18392,37.42716,2.4519196,87.11786,115.84998,65.40447,128.66595,1.1007861,0.4226377,0.64567065,1.0021338,1.5388907,0.89322007,13.766829,7.480351,8.14271,3.8354397,0.4809124,0.64062446,25.085999,0.21759507,-3.0677671,-4.279845,14.181886,0.90058106,6.670066,1.4368867,0.011004321,0.9978337,1.0785196,0.5087057,13.721428,0.081038326,5.624646,1.7548354,12.625678,0.792849,671.96844,0.28220698,1405.0872,0.16920695,-133.00815,-0.6671543,1724.0696,0.13272753,1112.7642,0.274215,-131.50053,-0.66286945,2879.2795,0.078155495,1027.8838,0.35779685,-133.44814,-0.6347186,-22.982683,-0.28668198,36.625725,0.19469933,-0.0660488,-0.21779625,-0.007674542,-1.6544918,0.6390043,0.47578004,27.880772,0.16469845,-10.070827,-1.3463403,13.532041,1.1168543,3.767009,2.8946812,-31.421373,44.189438,-0.081700854,-0.008267847,0.3934999,4.120112,3.0855541,0.10704545,0.090568386,0.20186046,0.15291366,-5.911627,Val,yUESJPS0wS8.003.wav,0.9840892537040026
0 days,0 days 00:00:13.938000,30.069601,0.11798905,26.58858,30.221914,32.945526,6.356947,173.11345,405.81912,161.01659,164.9593,0.7021556,0.41613525,0.4565106,0.6149768,0.9085631,0.45205247,6.8999567,4.7807126,5.1983514,3.1733017,0.26503372,0.79575974,24.930464,0.39155102,11.7704525,0.8071802,6.2751527,1.8840013,6.424294,1.7112912,0.018108655,0.97664636,1.2019556,0.90514916,11.132647,0.18007118,2.8364599,2.565538,26.83737,0.3249385,652.15826,0.320113,1450.988,0.18787579,-154.32567,-0.5308656,1747.5051,0.14582115,1391.2211,0.2539957,-157.63835,-0.47845584,2856.1958,0.09162721,1270.8846,0.23254995,-159.41028,-0.4531513,-30.179958,-0.21147032,47.68019,0.13098337,-0.056955755,-0.24942519,-0.029804474,-0.4708445,0.42730972,0.47162867,33.63222,0.14961886,8.150784,1.2763702,-0.4098714,-36.56335,-2.3789742,-6.043617,-37.556458,51.952854,-0.07855558,-0.01323563,0.21919988,3.8074713,2.1629417,0.09633333,0.07648456,0.346,0.26909232,-6.6940155,Val,RJe5yobV8n4.003.wav,1.0
0 days,0 days 00:00:12.572000,36.10776,0.14606592,32.27028,33.817654,38.679638,6.409359,92.39917,113.078606,18.707407,21.992783,0.9602036,0.42211413,0.5811958,0.878845,1.30432,0.7231242,9.639295,5.9632726,8.520946,5.4029927,0.38585544,0.74561435,22.338911,0.44937786,16.623035,0.5836853,15.130888,0.88271075,4.004365,3.3566506,0.012151557,1.2591735,0.56227773,0.8944351,14.13317,0.18528588,7.7332563,1.2048773,22.05936,0.41294944,657.2129,0.34780267,1480.6486,0.17369758,-115.907616,-0.7697149,1770.2612,0.12961821,1299.6914,0.22301306,-114.569885,-0.71753126,2876.09,0.086030394,1162.8971,0.26762217,-114.821,-0.71296513,-31.34398,-0.19528918,42.93648,0.18081377,-0.06797019,-0.3392152,-0.02259062,-0.605851,0.45574513,0.6521386,27.208286,0.24402203,14.347766,0.68321836,14.543022,1.1028492,-2.164962,-6.4605317,-37.963413,50.00524,-0.09807161,-0.010359843,0.32076487,4.378981,3.36,0.13785714,0.117301725,0.14292683,0.13928816,-4.846043,Val,BStHNKV820Q.000.wav,0.9947502125269077
0 days,0 days 00:00:10.632000,35.309048,0.062056728,33.681664,34.5343,36.585686,2.9040222,107.9079,219.69737,16.413006,11.902649,0.83346325,0.4115709,0.5556188,0.7184979,1.0581983,0.5025795,6.8236523,3.7674983,4.2896175,3.114658,0.26319647,0.79302937,21.385406,0.33845395,4.1870875,2.4996734,6.17198,1.4150038,5.7078376,1.6037173,0.008304187,0.7604552,1.015662,0.56632185,13.662936,0.083984554,3.037435,2.5454543,21.552456,0.44386274,620.51355,0.31426275,1452.963,0.17174266,-157.59291,-0.5082941,1721.6687,0.1582019,1244.6366,0.22080857,-155.21136,-0.51090777,2874.7664,0.08960902,1179.4319,0.34827983,-157.2777,-0.4806256,-26.40612,-0.22068027,42.266495,0.15245795,-0.059914973,-0.21716534,-0.011335782,-1.2171075,0.4607289,0.5487549,27.7786,0.16440946,-4.2733393,-2.5411425,1.8827052,5.4346366,-1.2342255,-7.9167447,-35.621727,49.190586,-0.082110606,-0.0093471315,0.20610763,3.2015066,2.1759698,0.09608696,0.092536196,0.34347826,0.36747798,-5.569529,Val,5-mwIFjOWZ4.002.wav,0.9362298734355803
